,Unnamed: 0,question,correct_answer,guess,buzz,sentence_count,guess_word_count,guess_has_paren,guess_length,guess_entity
6616,6616,.Most red giants will eventually fuse into a core of this element before going supernova,{iron},Supernova,False,2,1,0,9,"{'entity': 'I-MISC', 'score': 0.77519155, 'index': 1, 'word': 'Super', 'start': 0, 'end': 5}"
6617,6617,".Most red giants will eventually fuse into a core of this element before going supernova. Every radioactive element with a mass above that of this element will eventually decay primarily into it, although it is possible to fuse isotopes of elements heavier than it into metastable nucleides",{iron},Supernova,False,3,1,0,9,"{'entity': 'I-MISC', 'score': 0.77519155, 'index': 1, 'word': 'Super', 'start': 0, 'end': 5}"
6618,6618,".Most red giants will eventually fuse into a core of this element before going supernova. Every radioactive element with a mass above that of this element will eventually decay primarily into it, although it is possible to fuse isotopes of elements heavier than it into metastable nucleides. When it is neutrally charged, it has an unfilled d shell, and often has a charge of +2 or +3",{iron},Supernova,False,4,1,0,9,"{'entity': 'I-MISC', 'score': 0.77519155, 'index': 1, 'word': 'Super', 'start': 0, 'end': 5}"
6619,6619,".Most red giants will eventually fuse into a core of this element before going supernova. Every radioactive element with a mass above that of this element will eventually decay primarily into it, although it is possible to fuse isotopes of elements heavier than it into metastable nucleides. When it is neutrally charged, it has an unfilled d shell, and often has a charge of +2 or +3. A lack of this element in blood causes anemia",{iron},Supernova,False,5,1,0,9,"{'entity': 'I-MISC', 'score': 0.77519155, 'index': 1, 'word': 'Super', 'start': 0, 'end': 5}"
6620,6620,".Most red giants will eventually fuse into a core of this element before going supernova. Every radioactive element with a mass above that of this element will eventually decay primarily into it, although it is possible to fuse isotopes of elements heavier than it into metastable nucleides. When it is neutrally charged, it has an unfilled d shell, and often has a charge of +2 or +3. A lack of this element in blood causes anemia. For 10 points, name this most stable element in the universe, whose ions are often called ferrous or ferric",{iron},Supernova,False,6,1,0,9,"{'entity': 'I-MISC', 'score': 0.77519155, 'index': 1, 'word': 'Super', 'start': 0, 'end': 5}"
6621,6621,".Most red giants will eventually fuse into a core of this element before going supernova. Every radioactive element with a mass above that of this element will eventually decay primarily into it, although it is possible to fuse isotopes of elements heavier than it into metastable nucleides. When it is neutrally charged, it has an unfilled d shell, and often has a charge of +2 or +3. A lack of this element in blood causes anemia. For 10 points, name this most stable element in the universe, whose ions are often called ferrous or ferric.",{iron},Supernova,False,7,1,0,9,"{'entity': 'I-MISC', 'score': 0.77519155, 'index': 1, 'word': 'Super', 'start': 0, 'end': 5}"
6622,6622,"Most red giants will eventually fuse into a core of this element before going supernova. Every radioactive element with a mass above that of this element will eventually decay primarily into it, although it is possible to fuse isotopes of elements heavier than it into metastable nucleides. When it is neutrally charged, it has an unfilled d shell, and often has a charge of +2 or +3. A lack of this element in blood causes anemia. For 10 points, name this most stable element in the universe, whose ions are often called ferrous or ferric.",{iron},Supernova,False,6,1,0,9,"{'entity': 'I-MISC', 'score': 0.77519155, 'index': 1, 'word': 'Super', 'start': 0, 'end': 5}"
6623,6623,.Mannose-6-phosphate tags enzymes headed to this organelle,Lysosomes ,Lysosome,True,2,1,0,8,"{'entity': 'I-ORG', 'score': 0.95968163, 'index': 1, 'word': 'L', 'start': 0, 'end': 1}"
6624,6624,".Mannose-6-phosphate tags enzymes headed to this organelle. Pompe's disease, Hurler syndrome, Fabry disease, and I-cell disease can all be caused by malfunctions within this organelle",Lysosomes ,Lysosome,True,3,1,0,8,"{'entity': 'I-ORG', 'score': 0.95968163, 'index': 1, 'word': 'L', 'start': 0, 'end': 1}"
6625,6625,".Mannose-6-phosphate tags enzymes headed to this organelle. Pompe's disease, Hurler syndrome, Fabry disease, and I-cell disease can all be caused by malfunctions within this organelle. The storage of ganglioside within this organelle in neuronal cells can cause Tay-Sachs disease, and they were discovered by Christian de Duve",Lysosomes ,Tay–Sachs_disease,False,4,2,0,17,"{'entity': 'I-MISC', 'score': 0.69272846, 'index': 1, 'word': 'Ta', 'start': 0, 'end': 2}"
6626,6626,".Mannose-6-phosphate tags enzymes headed to this organelle. Pompe's disease, Hurler syndrome, Fabry disease, and I-cell disease can all be caused by malfunctions within this organelle. The storage of ganglioside within this organelle in neuronal cells can cause Tay-Sachs disease, and they were discovered by Christian de Duve. The membrane around this organelle allows it to maintain the 4",Lysosomes ,Tay–Sachs_disease,False,5,2,0,17,"{'entity': 'I-MISC', 'score': 0.69272846, 'index': 1, 'word': 'Ta', 'start': 0, 'end': 2}"
6627,6627,".Mannose-6-phosphate tags enzymes headed to this organelle. Pompe's disease, Hurler syndrome, Fabry disease, and I-cell disease can all be caused by malfunctions within this organelle. The storage of ganglioside within this organelle in neuronal cells can cause Tay-Sachs disease, and they were discovered by Christian de Duve. The membrane around this organelle allows it to maintain the 4.5 pH level that it requires for operation",Lysosomes ,Tay–Sachs_disease,False,6,2,0,17,"{'entity': 'I-MISC', 'score': 0.69272846, 'index': 1, 'word': 'Ta', 'start': 0, 'end': 2}"
6628,6628,".Mannose-6-phosphate tags enzymes headed to this organelle. Pompe's disease, Hurler syndrome, Fabry disease, and I-cell disease can all be caused by malfunctions within this organelle. The storage of ganglioside within this organelle in neuronal cells can cause Tay-Sachs disease, and they were discovered by Christian de Duve. The membrane around this organelle allows it to maintain the 4.5 pH level that it requires for operation. This is, for 10 points, what organelle that serves to digest waste and food within a cell?",Lysosomes ,Tay–Sachs_disease,False,7,2,0,17,"{'entity': 'I-MISC', 'score': 0.69272846, 'index': 1, 'word': 'Ta', 'start': 0, 'end': 2}"
6629,6629,"Mannose-6-phosphate tags enzymes headed to this organelle. Pompe's disease, Hurler syndrome, Fabry disease, and I-cell disease can all be caused by malfunctions within this organelle. The storage of ganglioside within this organelle in neuronal cells can cause Tay-Sachs disease, and they were discovered by Christian de Duve. The membrane around this organelle allows it to maintain the 4.5 pH level that it requires for operation. This is, for 10 points, what organelle that serves to digest waste and food within a cell?",Lysosomes ,Tay–Sachs_disease,False,6,2,0,17,"{'entity': 'I-MISC', 'score': 0.69272846, 'index': 1, 'word': 'Ta', 'start': 0, 'end': 2}"
6630,6630,".In this man's first novel, Tommo and Toby, after jumping ship from the Dolly fend off cannibalistic natives on the Marquesas Islands",Herman {Melville},Falkland_Islands,False,2,2,0,16,"{'entity': 'I-LOC', 'score': 0.9887877, 'index': 1, 'word': 'F', 'start': 0, 'end': 1}"
6631,6631,".In this man's first novel, Tommo and Toby, after jumping ship from the Dolly fend off cannibalistic natives on the Marquesas Islands. In addition to that novel, subtitled A Peep at Polynesian Life, this man wrote a work in which the title character exclaims Long Live Capitan Vere! before being hanged upon the Bellipotent for killing John Claggart",Herman {Melville},Billy_Budd,False,3,2,0,10,"{'entity': 'I-PER', 'score': 0.9961635, 'index': 1, 'word': 'Billy', 'start': 0, 'end': 5}"
6632,6632,".In this man's first novel, Tommo and Toby, after jumping ship from the Dolly fend off cannibalistic natives on the Marquesas Islands. In addition to that novel, subtitled A Peep at Polynesian Life, this man wrote a work in which the title character exclaims Long Live Capitan Vere! before being hanged upon the Bellipotent for killing John Claggart. This author of Typee and Billy Budd is most famous for writing a novel in which Captain Starbuck and Ishmael chase the titular white whale with Captain Ahab",Herman {Melville},Billy_Budd,False,4,2,0,10,"{'entity': 'I-PER', 'score': 0.9961635, 'index': 1, 'word': 'Billy', 'start': 0, 'end': 5}"
6633,6633,".In this man's first novel, Tommo and Toby, after jumping ship from the Dolly fend off cannibalistic natives on the Marquesas Islands. In addition to that novel, subtitled A Peep at Polynesian Life, this man wrote a work in which the title character exclaims Long Live Capitan Vere! before being hanged upon the Bellipotent for killing John Claggart. This author of Typee and Billy Budd is most famous for writing a novel in which Captain Starbuck and Ishmael chase the titular white whale with Captain Ahab. For 10 points, name this author of Moby Dick",Herman {Melville},Billy_Budd,False,5,2,0,10,"{'entity': 'I-PER', 'score': 0.9961635, 'index': 1, 'word': 'Billy', 'start': 0, 'end': 5}"
6634,6634,".In this man's first novel, Tommo and Toby, after jumping ship from the Dolly fend off cannibalistic natives on the Marquesas Islands. In addition to that novel, subtitled A Peep at Polynesian Life, this man wrote a work in which the title character exclaims Long Live Capitan Vere! before being hanged upon the Bellipotent for killing John Claggart. This author of Typee and Billy Budd is most famous for writing a novel in which Captain Starbuck and Ishmael chase the titular white whale with Captain Ahab. For 10 points, name this author of Moby Dick.",Herman {Melville},Billy_Budd,False,6,2,0,10,"{'entity': 'I-PER', 'score': 0.9961635, 'index': 1, 'word': 'Billy', 'start': 0, 'end': 5}"
6635,6635,"In this man's first novel, Tommo and Toby, after jumping ship from the Dolly fend off cannibalistic natives on the Marquesas Islands. In addition to that novel, subtitled A Peep at Polynesian Life, this man wrote a work in which the title character exclaims Long Live Capitan Vere! before being hanged upon the Bellipotent for killing John Claggart. This author of Typee and Billy Budd is most famous for writing a novel in which Captain Starbuck and Ishmael chase the titular white whale with Captain Ahab. For 10 points, name this author of Moby Dick.",Herman {Melville},Billy_Budd,False,5,2,0,10,"{'entity': 'I-PER', 'score': 0.9961635, 'index': 1, 'word': 'Billy', 'start': 0, 'end': 5}"
